SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
M7241,4,1241,0.741997963853667,0.487,1000,0.0349250842868588,0.0350298403728346,0.999991219874902,0.0384606664864577
M6169,4,169,0.742061475225181,0.4905,1000,0.0349250842868588,0.0350297868984728,0.999991219874902,-0.0389381590855464
M4383,3,383,0.742159500317446,0.489,1000,0.0349250842868588,0.0350297043944614,0.999991219874902,0.0387106969992601
M6253,4,253,0.742308196906829,0.487,1000,0.0349250842868588,0.0350295793109666,0.999991219874902,-0.0392179881577022
M7497,4,1497,0.742365886463749,0.498,1000,0.0349250842868588,0.0350295308048684,0.999991219874902,-0.0385826765538582
M9286,5,1286,0.742757433578004,0.476,1000,0.0349250842868588,0.0350292019168815,0.999991219874902,0.0387248982514166
M9861,5,1861,0.742911695581614,0.4815,1000,0.0349250842868588,0.0350290724991384,0.999991219874902,0.0385720637772806
M6365,4,365,0.743198200897069,0.4635,1000,0.0349250842868588,0.0350288323727023,0.999991219874902,0.0386283320398775
M992,1,992,0.743252599597001,0.4925,1000,0.0349250842868588,0.0350287868146747,0.999991219874902,0.0384035793237558
M2111,2,111,0.743255986937083,0.499,1000,0.0349250842868588,0.0350287839781965,0.999991219874902,-0.0384422232241377
M5602,3,1602,0.743420439817357,0.475,1000,0.0349250842868588,0.0350286463210387,0.999991219874902,-0.0369907727981627
M6599,4,599,0.743515508441596,0.4925,1000,0.0349250842868588,0.0350285667889393,0.999991219874902,-0.0386341750544261
M4656,3,656,0.743538763857926,0.497,1000,0.0349250842868588,0.0350285473391736,0.999991219874902,0.0378526683106202
M8421,5,421,0.743569441795073,0.492,1000,0.0349250842868588,0.0350285216846442,0.999991219874902,-0.0377978074204748
M411,1,411,0.743970491644552,0.498,1000,0.0349250842868588,0.0350281866292705,0.999991219874902,0.0382973612111641
M9027,5,1027,0.744165483299633,0.4845,1000,0.0349250842868588,0.0350280239416716,0.999991219874902,-0.0376967624893041
M7887,4,1887,0.744181879338596,0.4825,1000,0.0349250842868588,0.0350280102684247,0.999991219874902,-0.0389861740623019
M3021,2,1021,0.744233608286407,0.497,1000,0.0349250842868588,0.0350279671363847,0.999991219874902,-0.0370453908847708
M807,1,807,0.744257049592038,0.4885,1000,0.0349250842868588,0.0350279475941189,0.999991219874902,-0.0379936500826261
M4764,3,764,0.74426433195565,0.498,1000,0.0349250842868588,0.03502794152346,0.999991219874902,-0.0377917154215766
M4870,3,870,0.744482869224445,0.4715,1000,0.0349250842868588,0.0350277594406913,0.999991219874902,0.0384366971098302
M2231,2,231,0.7447129357877,0.4835,1000,0.0349250842868588,0.035027567944661,0.999991219874902,-0.0381032554552121
M7661,4,1661,0.744718445320162,0.4905,1000,0.0349250842868588,0.0350275633612229,0.999991219874902,0.0386953970904074
M2155,2,155,0.744731929316603,0.468,1000,0.0349250842868588,0.0350275521442228,0.999991219874902,0.0374928074844547
M4295,3,295,0.744818389334205,0.4885,1000,0.0349250842868588,0.0350274802364274,0.999991219874902,0.0389569422994782
M4565,3,565,0.744921506847765,0.4845,1000,0.0349250842868588,0.0350273945112867,0.999991219874902,-0.0387667006043557
M8820,5,820,0.744971546887425,0.496,1000,0.0349250842868588,0.0350273529255856,0.999991219874902,-0.0374472351057307
M7671,4,1671,0.745018853047524,0.4885,1000,0.0349250842868588,0.0350273136204678,0.999991219874902,0.0388327211812225
M7075,4,1075,0.745072074925057,0.4925,1000,0.0349250842868588,0.0350272694101635,0.999991219874902,0.0379749925918418
M5376,3,1376,0.745081900394915,0.4985,1000,0.0349250842868588,0.0350272612495101,0.999991219874902,0.0374663507380433
M7325,4,1325,0.745244115295884,0.4995,1000,0.0349250842868588,0.0350271265721495,0.999991219874902,0.0374268407210252
M5800,3,1800,0.745314489361167,0.497,1000,0.0349250842868588,0.035027068175304,0.999991219874902,0.038053601516765
M9440,5,1440,0.74534240804987,0.495,1000,0.0349250842868588,0.035027045013317,0.999991219874902,0.0378176481209493
M1211,1,1211,0.745344738850696,0.4965,1000,0.0349250842868588,0.0350270430797625,0.999991219874902,-0.0384078377526862
M1281,1,1281,0.745368927792889,0.483,1000,0.0349250842868588,0.0350270230146243,0.999991219874902,0.0383627701321529
M5969,3,1969,0.745423746147018,0.4925,1000,0.0349250842868588,0.0350269775499428,0.999991219874902,-0.0382681585043088
M746,1,746,0.745449636687449,0.496,1000,0.0349250842868588,0.035026956081011,0.999991219874902,-0.0376847329505949
M6920,4,920,0.74560684568201,0.4875,1000,0.0349250842868588,0.0350268257739993,0.999991219874902,-0.0377840812236627
M9196,5,1196,0.745619453839475,0.497,1000,0.0349250842868588,0.0350268153273715,0.999991219874902,0.0376950832514353
M8808,5,808,0.745705699815403,0.4935,1000,0.0349250842868588,0.0350267438832284,0.999991219874902,0.0373011993700629
M7729,4,1729,0.745809548230856,0.4915,1000,0.0349250842868588,0.035026657894441,0.999991219874902,-0.0379408903327771
M362,1,362,0.745820558821732,0.4885,1000,0.0349250842868588,0.035026648779788,0.999991219874902,0.0382991523344458
M600,1,600,0.746055114018494,0.486,1000,0.0349250842868588,0.0350264547204842,0.999991219874902,-0.0382895190813315
M9883,5,1883,0.746199514542932,0.4735,1000,0.0349250842868588,0.0350263353526484,0.999991219874902,0.037587183343021
M2332,2,332,0.746238102204497,0.4825,1000,0.0349250842868588,0.035026303467545,0.999991219874902,0.0379426942609484
M9692,5,1692,0.746349254840281,0.494,1000,0.0349250842868588,0.0350262116527775,0.999991219874902,0.0374755017791131
M999,1,999,0.74641715623912,0.491,1000,0.0349250842868588,0.0350261555872253,0.999991219874902,-0.0384557261770624
M9311,5,1311,0.74643879526846,0.49,1000,0.0349250842868588,0.0350261377236901,0.999991219874902,0.0373093259466373
M2472,2,472,0.746627439241832,0.499,1000,0.0349250842868588,0.0350259820674471,0.999991219874902,0.0380960356207538
M2861,2,861,0.746651310621006,0.48,1000,0.0349250842868588,0.0350259623798453,0.999991219874902,0.0373746242866559
M3242,2,1242,0.746807739245011,0.4805,1000,0.0349250842868588,0.0350258334199269,0.999991219874902,-0.0377486981024049
M5292,3,1292,0.746819050455819,0.491,1000,0.0349250842868588,0.0350258240984865,0.999991219874902,0.0382761191397094
M9560,5,1560,0.746956498981467,0.4995,1000,0.0349250842868588,0.0350257108667456,0.999991219874902,-0.0375508495113195
M8700,5,700,0.746996362248292,0.4865,1000,0.0349250842868588,0.0350256780400632,0.999991219874902,-0.0377915571663721
M5740,3,1740,0.747080671637191,0.4985,1000,0.0349250842868588,0.0350256086322744,0.999991219874902,-0.0380885468448469
M2701,2,701,0.747375677763866,0.4945,1000,0.0349250842868588,0.035025365976343,0.999991219874902,-0.0383191742072313
M9321,5,1321,0.747473491055374,0.495,1000,0.0349250842868588,0.0350252855919223,0.999991219874902,0.0371712945106424
M1916,1,1916,0.747475868553133,0.4925,1000,0.0349250842868588,0.0350252836385033,0.999991219874902,-0.0377673606643611
M9739,5,1739,0.747592417341418,0.496,1000,0.0349250842868588,0.0350251879044536,0.999991219874902,-0.0373582580440939
M9890,5,1890,0.747665861838542,0.4985,1000,0.0349250842868588,0.0350251276025294,0.999991219874902,-0.0376436466913219
M2350,2,350,0.747678373921817,0.486,1000,0.0349250842868588,0.035025117331427,0.999991219874902,0.0374383233887556
M2214,2,214,0.747731337241672,0.492,1000,0.0349250842868588,0.0350250738605712,0.999991219874902,0.0377732531374591
M7255,4,1255,0.747888074285211,0.466,1000,0.0349250842868588,0.0350249452761323,0.999991219874902,-0.0374861146201511
M9319,5,1319,0.74788826738743,0.4905,1000,0.0349250842868588,0.0350249451177683,0.999991219874902,0.037383664919389
M8672,5,672,0.747893208596224,0.479,1000,0.0349250842868588,0.0350249410655724,0.999991219874902,-0.0378364398222857
M1516,1,1516,0.748009159832732,0.4795,1000,0.0349250842868588,0.0350248460020837,0.999991219874902,0.0373722237849279
M6282,4,282,0.748095344157495,0.4875,1000,0.0349250842868588,0.0350247753755795,0.999991219874902,0.0377751013795091
M2175,2,175,0.748128780421337,0.4995,1000,0.0349250842868588,0.0350247479825909,0.999991219874902,-0.038708524733579
M652,1,652,0.748144044927421,0.496,1000,0.0349250842868588,0.0350247354783746,0.999991219874902,0.037076335747031
M9549,5,1549,0.748427901645458,0.4845,1000,0.0349250842868588,0.0350245031093084,0.999991219874902,0.037762340787765
M9090,5,1090,0.748448104672018,0.496,1000,0.0349250842868588,0.0350244865822322,0.999991219874902,-0.0376589512626424
M9573,5,1573,0.748521228537798,0.4895,1000,0.0349250842868588,0.0350244267759624,0.999991219874902,-0.0378246761322885
M650,1,650,0.74861490962354,0.496,1000,0.0349250842868588,0.0350243501854356,0.999991219874902,0.0370989049642958
M9224,5,1224,0.748830533628728,0.487,1000,0.0349250842868588,0.0350241740222037,0.999991219874902,-0.0367318344457317
M1531,1,1531,0.748836062930507,0.4925,1000,0.0349250842868588,0.0350241695070739,0.999991219874902,0.0374493704153451
M2194,2,194,0.748947147861915,0.4965,1000,0.0349250842868588,0.035024078821107,0.999991219874902,0.0371301653599971
M7717,4,1717,0.749041566706213,0.4975,1000,0.0349250842868588,0.0350240017767562,0.999991219874902,-0.0379877434803575
M7839,4,1839,0.74911117216118,0.487,1000,0.0349250842868588,0.0350239450009301,0.999991219874902,0.0370531228759887
M3751,2,1751,0.749217431573653,0.494,1000,0.0349250842868588,0.0350238583618294,0.999991219874902,0.0373384671371468
M4724,3,724,0.749220141045711,0.479,1000,0.0349250842868588,0.0350238561531975,0.999991219874902,0.0374215960370066
M7764,4,1764,0.749237396192065,0.4845,1000,0.0349250842868588,0.0350238420882566,0.999991219874902,-0.0372767893770742
M6780,4,780,0.749318621110361,0.4955,1000,0.0349250842868588,0.0350237758953911,0.999991219874902,-0.0366354688248407
M4054,3,54,0.749346113760108,0.489,1000,0.0349250842868588,0.0350237534962643,0.999991219874902,0.0381172634698146
M400,1,400,0.749470379275976,0.491,1000,0.0349250842868588,0.0350236522881913,0.999991219874902,-0.0377159465082286
M1389,1,1389,0.749481107929082,0.4995,1000,0.0349250842868588,0.0350236435529192,0.999991219874902,-0.0377149542595703
M5370,3,1370,0.749564340334121,0.4925,1000,0.0349250842868588,0.0350235757995884,0.999991219874902,-0.0376236088025053
M1817,1,1817,0.749776577480014,0.4945,1000,0.0349250842868588,0.0350234031492414,0.999991219874902,0.0372260647972666
M6159,4,159,0.749847603865476,0.4975,1000,0.0349250842868588,0.0350233454080756,0.999991219874902,0.0365336156528429
M348,1,348,0.750084516700627,0.4985,1000,0.0349250842868588,0.0350231529440069,0.999991219874902,0.0363842611540122
M7787,4,1787,0.75015698246549,0.4925,1000,0.0349250842868588,0.0350230941155261,0.999991219874902,-0.0369313029643763
M173,1,173,0.750164410813996,0.4965,1000,0.0349250842868588,0.035023088086214,0.999991219874902,0.0368007954496079
M6551,4,551,0.750382277444417,0.4955,1000,0.0349250842868588,0.0350229113428379,0.999991219874902,0.0367329924661703
M6373,4,373,0.750470506026892,0.4745,1000,0.0349250842868588,0.0350228398177538,0.999991219874902,0.0372926415387838
M3776,2,1776,0.750688942475555,0.4895,1000,0.0349250842868588,0.0350226628597804,0.999991219874902,0.0375113158967793
M9256,5,1256,0.750804597271897,0.4815,1000,0.0349250842868588,0.0350225692379187,0.999991219874902,-0.0362993022478122
M5294,3,1294,0.750851064417468,0.495,1000,0.0349250842868588,0.0350225316369761,0.999991219874902,0.0372737496418836
M947,1,947,0.750869960263181,0.4925,1000,0.0349250842868588,0.0350225163488543,0.999991219874902,0.0368256133537557
M7829,4,1829,0.750948593167637,0.4905,1000,0.0349250842868588,0.0350224527432504,0.999991219874902,0.0370185993947416
M3805,2,1805,0.750965868669965,0.4995,1000,0.0349250842868588,0.0350224387722802,0.999991219874902,0.036280446874116
M9310,5,1310,0.751151546458567,0.495,1000,0.0349250842868588,0.0350222886814066,0.999991219874902,0.0377225867758852
M9247,5,1247,0.751230897152466,0.497,1000,0.0349250842868588,0.0350222245779004,0.999991219874902,0.0370109406600818
M2980,2,980,0.751299247670892,0.496,1000,0.0349250842868588,0.0350221693795474,0.999991219874902,0.0369147200800057
M8658,5,658,0.751522425681132,0.48,1000,0.0349250842868588,0.0350219892661792,0.999991219874902,0.0371585875857932
M2969,2,969,0.751596751290848,0.4885,1000,0.0349250842868588,0.0350219293233558,0.999991219874902,-0.0369054980712917
M6111,4,111,0.751794152787033,0.479,1000,0.0349250842868588,0.035021770220186,0.999991219874902,0.0368057488643103
M6848,4,848,0.75189571487782,0.4895,1000,0.0349250842868588,0.0350216884184539,0.999991219874902,0.0367534893077845
M8058,5,58,0.752105694496815,0.492,1000,0.0349250842868588,0.0350215194141338,0.999991219874902,0.0369674977064278
M3170,2,1170,0.75210881695296,0.498,1000,0.0349250842868588,0.03502151690222,0.999991219874902,-0.0361963526457885
M1125,1,1125,0.752353272019166,0.4865,1000,0.0349250842868588,0.0350213203577858,0.999991219874902,0.0364446862091654
M8401,5,401,0.75251565531456,0.499,1000,0.0349250842868588,0.0350211899217859,0.999991219874902,0.0366748338499292
M9045,5,1045,0.752538765503985,0.497,1000,0.0349250842868588,0.0350211713662012,0.999991219874902,-0.0367972070830547
M1521,1,1521,0.752607176110674,0.494,1000,0.0349250842868588,0.0350211164496483,0.999991219874902,-0.0371797442430761
M1298,1,1298,0.752786644321874,0.4965,1000,0.0349250842868588,0.0350209724637298,0.999991219874902,0.0372103119964891
M278,1,278,0.752800935823747,0.4805,1000,0.0349250842868588,0.0350209610028753,0.999991219874902,-0.0362429338315451
M1089,1,1089,0.752831573896774,0.4965,1000,0.0349250842868588,0.0350209364356768,0.999991219874902,-0.0369153896238572
M5716,3,1716,0.752991158866477,0.485,1000,0.0349250842868588,0.0350208085280974,0.999991219874902,0.0365293136095488
M5120,3,1120,0.753102470860944,0.484,1000,0.0349250842868588,0.035020719366946,0.999991219874902,0.0363066840081387
M823,1,823,0.753127425101054,0.4995,1000,0.0349250842868588,0.0350206993848111,0.999991219874902,-0.036800223242949
M2127,2,127,0.753137116504062,0.4915,1000,0.0349250842868588,0.0350206916250263,0.999991219874902,0.0367330681442013
M2742,2,742,0.753204125162884,0.4975,1000,0.0349250842868588,0.0350206379815139,0.999991219874902,-0.0369336669676272
M6986,4,986,0.753253406050442,0.4805,1000,0.0349250842868588,0.0350205985404547,0.999991219874902,0.0368370717535527
M2312,2,312,0.753324462421259,0.488,1000,0.0349250842868588,0.0350205416875362,0.999991219874902,-0.0358945930246932
M6391,4,391,0.753341015687816,0.488,1000,0.0349250842868588,0.0350205284457707,0.999991219874902,-0.0365046309201489
M70,1,70,0.753344186871751,0.4785,1000,0.0349250842868588,0.0350205259091022,0.999991219874902,0.0366681434126122
M8791,5,791,0.753514201497179,0.4755,1000,0.0349250842868588,0.0350203899665188,0.999991219874902,0.0361805264128066
M5022,3,1022,0.753529496063137,0.489,1000,0.0349250842868588,0.0350203777423038,0.999991219874902,0.0368254728597321
M6602,4,602,0.753537663098955,0.492,1000,0.0349250842868588,0.0350203712151339,0.999991219874902,-0.0370449846220708
M3407,2,1407,0.753692161372617,0.4945,1000,0.0349250842868588,0.0350202477849866,0.999991219874902,-0.0366324552896913
M4816,3,816,0.754043163429259,0.4905,1000,0.0349250842868588,0.035019967692664,0.999991219874902,-0.0378078623782585
M9288,5,1288,0.754147596724974,0.4865,1000,0.0349250842868588,0.0350198844445853,0.999991219874902,-0.0364861192320518
M1192,1,1192,0.754265883343995,0.478,1000,0.0349250842868588,0.0350197902019086,0.999991219874902,-0.0379152003421268
M9483,5,1483,0.754288909883451,0.4905,1000,0.0349250842868588,0.0350197718619254,0.999991219874902,0.0362983438253082
M1654,1,1654,0.754297273171359,0.495,1000,0.0349250842868588,0.0350197652012871,0.999991219874902,0.0367694902428184
M7384,4,1384,0.754486186861661,0.489,1000,0.0349250842868588,0.0350196148163343,0.999991219874902,-0.0361417546379244
M3631,2,1631,0.754567593096627,0.49,1000,0.0349250842868588,0.0350195500532691,0.999991219874902,0.0371712537815938
M5570,3,1570,0.754817713926059,0.4915,1000,0.0349250842868588,0.0350193512210278,0.999991219874902,0.0368651331951355
M9089,5,1089,0.754837661771334,0.483,1000,0.0349250842868588,0.0350193353734914,0.999991219874902,0.0372342729712045
M1945,1,1945,0.754896334393567,0.4795,1000,0.0349250842868588,0.0350192887695947,0.999991219874902,-0.0367527625084563
M2512,2,512,0.755204651741722,0.4925,1000,0.0349250842868588,0.0350190440797526,0.999991219874902,0.0358451611990631
M8681,5,681,0.755254659855344,0.4785,1000,0.0349250842868588,0.0350190044247322,0.999991219874902,0.0361027321201277
M7023,4,1023,0.755416199919055,0.494,1000,0.0349250842868588,0.0350188763907764,0.999991219874902,-0.0361077958233409
M8166,5,166,0.755520244961895,0.4705,1000,0.0349250842868588,0.0350187939771415,0.999991219874902,0.0363235323535491
M3587,2,1587,0.755596378652006,0.4955,1000,0.0349250842868588,0.0350187336971486,0.999991219874902,0.0367684175499221
M4578,3,578,0.755599548717867,0.494,1000,0.0349250842868588,0.0350187311876656,0.999991219874902,0.0355934128956505
M7976,4,1976,0.755623243339305,0.468,1000,0.0349250842868588,0.0350187124317085,0.999991219874902,0.0360654434885532
M9236,5,1236,0.755684934458284,0.481,1000,0.0349250842868588,0.0350186636085262,0.999991219874902,-0.0369562115701569
M1483,1,1483,0.755751832272825,0.49,1000,0.0349250842868588,0.0350186106804814,0.999991219874902,-0.0365620109681686
M8148,5,148,0.755825886627944,0.476,1000,0.0349250842868588,0.0350185521094916,0.999991219874902,-0.0358406122718407
M6789,4,789,0.756075437994555,0.485,1000,0.0349250842868588,0.0350183548827423,0.999991219874902,0.036210518376663
M4674,3,674,0.756224297544825,0.4855,1000,0.0349250842868588,0.0350182373440435,0.999991219874902,0.0359995207239194
M4654,3,654,0.756378612544069,0.4985,1000,0.0349250842868588,0.0350181155835289,0.999991219874902,0.0364122970319727
M6527,4,527,0.756443778801947,0.475,1000,0.0349250842868588,0.0350180641910456,0.999991219874902,-0.0363916340368178
M9171,5,1171,0.756512657155748,0.4925,1000,0.0349250842868588,0.0350180098879879,0.999991219874902,-0.0356181525483521
M1496,1,1496,0.756553854010287,0.497,1000,0.0349250842868588,0.0350179774170791,0.999991219874902,-0.0363386507999053
M1431,1,1431,0.756572558543714,0.499,1000,0.0349250842868588,0.0350179626764249,0.999991219874902,-0.0361669403540077
M8022,5,22,0.7567799388214,0.4765,1000,0.0349250842868588,0.0350177993302385,0.999991219874902,-0.0363587274251245
M9349,5,1349,0.756974579931076,0.474,1000,0.0349250842868588,0.0350176461615906,0.999991219874902,-0.0356366989241792
M2574,2,574,0.756977663238759,0.481,1000,0.0349250842868588,0.0350176437363624,0.999991219874902,-0.0368283165165622
M4620,3,620,0.75704903953588,0.4955,1000,0.0349250842868588,0.0350175876038965,0.999991219874902,-0.0348155056652786
M2106,2,106,0.757054731129432,0.4775,1000,0.0349250842868588,0.0350175831286591,0.999991219874902,0.0363744430715656
M1535,1,1535,0.757220016082238,0.493,1000,0.0349250842868588,0.0350174532186673,0.999991219874902,-0.0351477801807505
M2490,2,490,0.75731424228922,0.4875,1000,0.0349250842868588,0.0350173792039036,0.999991219874902,-0.0352918864469984
M4038,3,38,0.757320434566116,0.494,1000,0.0349250842868588,0.0350173743410008,0.999991219874902,0.035848814147414
M6637,4,637,0.757466643601575,0.49,1000,0.0349250842868588,0.0350172595613379,0.999991219874902,0.0363437553032782
M1307,1,1307,0.757510682706434,0.458,1000,0.0349250842868588,0.0350172250042955,0.999991219874902,0.0370207946446044
M798,1,798,0.757532143123888,0.495,1000,0.0349250842868588,0.0350172081670906,0.999991219874902,-0.0359661818806671
M2032,2,32,0.757723249400831,0.4765,1000,0.0349250842868588,0.0350170583051389,0.999991219874902,0.0364230049002572
M8211,5,211,0.75793066444843,0.494,1000,0.0349250842868588,0.0350168958053497,0.999991219874902,-0.0355471627973429
M9760,5,1760,0.758040392679528,0.487,1000,0.0349250842868588,0.0350168099021568,0.999991219874902,-0.0361407071637814
M1893,1,1893,0.758057351576379,0.481,1000,0.0349250842868588,0.0350167966294347,0.999991219874902,0.0351037873677456
M1512,1,1512,0.758121291641852,0.497,1000,0.0349250842868588,0.0350167465967955,0.999991219874902,0.0357992717739535
M1985,1,1985,0.75824095077029,0.496,1000,0.0349250842868588,0.0350166530045474,0.999991219874902,0.0356581367244075
M4053,3,53,0.758242450491854,0.495,1000,0.0349250842868588,0.0350166518318614,0.999991219874902,-0.0354262952275803
M4056,3,56,0.758307932487981,0.497,1000,0.0349250842868588,0.0350166006371676,0.999991219874902,-0.036116944046853
M2019,2,19,0.758393075397843,0.498,1000,0.0349250842868588,0.035016534094743,0.999991219874902,0.035659872659096
M4574,3,574,0.758419549647533,0.4935,1000,0.0349250842868588,0.0350165134095093,0.999991219874902,0.0359394740058292
M4482,3,482,0.758578529738704,0.496,1000,0.0349250842868588,0.0350163892468156,0.999991219874902,-0.0365491470621464
M1399,1,1399,0.758604786498265,0.4885,1000,0.0349250842868588,0.0350163687492945,0.999991219874902,-0.0359596630691499
M8545,5,545,0.758628842497124,0.4835,1000,0.0349250842868588,0.0350163499720269,0.999991219874902,-0.0359163035861343
M6272,4,272,0.758714965554431,0.4925,1000,0.0349250842868588,0.0350162827647187,0.999991219874902,0.0358333370529067
M6745,4,745,0.758897231699326,0.492,1000,0.0349250842868588,0.0350161406201746,0.999991219874902,-0.0360615469268168
M5594,3,1594,0.758919934755386,0.485,1000,0.0349250842868588,0.0350161229231578,0.999991219874902,-0.0352468109626329
M2326,2,326,0.759069450666744,0.486,1000,0.0349250842868588,0.0350160064226227,0.999991219874902,-0.0354846653035565
M1393,1,1393,0.759188258922664,0.4915,1000,0.0349250842868588,0.0350159139072189,0.999991219874902,0.0362697695030647
M1195,1,1195,0.759190139819336,0.4975,1000,0.0349250842868588,0.035015912442989,0.999991219874902,0.0360984711874153
M3949,2,1949,0.759306375667211,0.484,1000,0.0349250842868588,0.0350158219813663,0.999991219874902,0.0357671188519362
M3832,2,1832,0.759583438731604,0.4965,1000,0.0349250842868588,0.0350156065532892,0.999991219874902,0.0351710491485164
M5725,3,1725,0.759723200791477,0.493,1000,0.0349250842868588,0.0350154979887264,0.999991219874902,0.0364720860500825
M9218,5,1218,0.759758690883621,0.477,1000,0.0349250842868588,0.0350154704320265,0.999991219874902,0.0359341846503867
M5730,3,1730,0.759849826673853,0.4955,1000,0.0349250842868588,0.0350153996896096,0.999991219874902,0.0355789986070363
M1955,1,1955,0.759866332458471,0.4765,1000,0.0349250842868588,0.0350153868805508,0.999991219874902,0.0357138112038911
M9238,5,1238,0.759982207680824,0.491,1000,0.0349250842868588,0.03501529698533,0.999991219874902,0.0355566039379482
M3317,2,1317,0.760029726999577,0.497,1000,0.0349250842868588,0.0350152601343127,0.999991219874902,-0.0361657132719415
M4144,3,144,0.760115159381906,0.4825,1000,0.0349250842868588,0.0350151939025903,0.999991219874902,-0.0358028350680115
M33,1,33,0.760222161029416,0.493,1000,0.0349250842868588,0.0350151109867523,0.999991219874902,0.0357860664338432
M7675,4,1675,0.760243929010088,0.4975,1000,0.0349250842868588,0.0350150941237989,0.999991219874902,-0.0358417304180989
M2211,2,211,0.760334391446265,0.4845,1000,0.0349250842868588,0.0350150240639597,0.999991219874902,0.0355079329059436
M5083,3,1083,0.760457787382966,0.4925,1000,0.0349250842868588,0.0350149285464043,0.999991219874902,0.0358352799088948
M8582,5,582,0.760535379926341,0.4765,1000,0.0349250842868588,0.0350148685124611,0.999991219874902,0.0361996617152158
M7102,4,1102,0.760908802468727,0.4955,1000,0.0349250842868588,0.0350145798992739,0.999991219874902,-0.0356403689004878
M6510,4,510,0.760942219100118,0.494,1000,0.0349250842868588,0.0350145540967683,0.999991219874902,-0.0359420977609375
M3544,2,1544,0.761010075255629,0.494,1000,0.0349250842868588,0.0350145017144372,0.999991219874902,0.0352617029483326
M6105,4,105,0.761024979675705,0.4935,1000,0.0349250842868588,0.035014490211047,0.999991219874902,-0.0355548997563346
M7622,4,1622,0.761046005195907,0.4915,1000,0.0349250842868588,0.0350144739846961,0.999991219874902,-0.0351988050521186
M2090,2,90,0.761068802905947,0.493,1000,0.0349250842868588,0.0350144563924893,0.999991219874902,-0.0349168449347417
M7281,4,1281,0.761094743911748,0.494,1000,0.0349250842868588,0.0350144363770084,0.999991219874902,-0.0356570998549159
M9600,5,1600,0.761422139043445,0.481,1000,0.0349250842868588,0.0350141839769481,0.999991219874902,0.0360966478181126
M6155,4,155,0.761488924875748,0.477,1000,0.0349250842868588,0.0350141325373574,0.999991219874902,0.0356922069713619
M2168,2,168,0.76159734150649,0.4855,1000,0.0349250842868588,0.0350140490675646,0.999991219874902,0.0358220385455184
M1590,1,1590,0.761645153998296,0.483,1000,0.0349250842868588,0.035014012270382,0.999991219874902,0.0359573178718051
M8635,5,635,0.761888054590702,0.492,1000,0.0349250842868588,0.0350138254589741,0.999991219874902,-0.0357126490540622
M4763,3,763,0.761993538281143,0.4835,1000,0.0349250842868588,0.0350137443997536,0.999991219874902,-0.0355090035280909
M8028,5,28,0.762342876291553,0.4975,1000,0.0349250842868588,0.0350134762387241,0.999991219874902,0.036214170035862
M3340,2,1340,0.762542300756004,0.486,1000,0.0349250842868588,0.0350133233540444,0.999991219874902,0.0357141796101814
M593,1,593,0.762684154040117,0.4965,1000,0.0349250842868588,0.0350132146930316,0.999991219874902,-0.0350934678830299
M1358,1,1358,0.762809028640599,0.4995,1000,0.0349250842868588,0.0350131190983202,0.999991219874902,0.0358545205897371
M8508,5,508,0.762869999778611,0.492,1000,0.0349250842868588,0.0350130724439155,0.999991219874902,-0.0341146189034021
M5501,3,1501,0.762922626794461,0.486,1000,0.0349250842868588,0.035013032185184,0.999991219874902,-0.034934450575463
M1645,1,1645,0.763087937111961,0.4995,1000,0.0349250842868588,0.0350129057911064,0.999991219874902,0.0359391758822767
M4134,3,134,0.763343739839746,0.4865,1000,0.0349250842868588,0.0350127104031401,0.999991219874902,-0.0358080415481936
M6586,4,586,0.763438170919102,0.474,1000,0.0349250842868588,0.035012638334508,0.999991219874902,-0.0352694550463752
M2385,2,385,0.76355191015725,0.4825,1000,0.0349250842868588,0.035012551573056,0.999991219874902,0.0357253171914067
M2053,2,53,0.763664413035519,0.488,1000,0.0349250842868588,0.0350124658008546,0.999991219874902,0.0350343545487704
M8766,5,766,0.76369856876743,0.4915,1000,0.0349250842868588,0.0350124397696039,0.999991219874902,-0.0350389345307462
M434,1,434,0.763745895246958,0.4895,1000,0.0349250842868588,0.0350124037074639,0.999991219874902,0.0349176289091133
M2011,2,11,0.763846909835149,0.498,1000,0.0349250842868588,0.0350123267628634,0.999991219874902,0.0346284807529287
M4455,3,455,0.763962448644695,0.4965,1000,0.0349250842868588,0.0350122388002474,0.999991219874902,0.0346927378367354
M8325,5,325,0.7641397267806,0.497,1000,0.0349250842868588,0.0350121039279649,0.999991219874902,0.0351371357391486
M4224,3,224,0.764147640565594,0.491,1000,0.0349250842868588,0.0350120979098542,0.999991219874902,-0.0353008731941031
M1543,1,1543,0.764254178082315,0.4895,1000,0.0349250842868588,0.0350120169144894,0.999991219874902,0.034989466239665
M4035,3,35,0.764258161415934,0.4935,1000,0.0349250842868588,0.0350120138869491,0.999991219874902,0.0355469190332656
M1167,1,1167,0.764280156798663,0.4865,1000,0.0349250842868588,0.0350119971703514,0.999991219874902,0.0348057126450954
M4626,3,626,0.764335716546933,0.4785,1000,0.0349250842868588,0.0350119549524744,0.999991219874902,-0.0348438472636872
M5184,3,1184,0.76439755919169,0.491,1000,0.0349250842868588,0.0350119079736001,0.999991219874902,0.0353417444339357
M8559,5,559,0.764457788345175,0.498,1000,0.0349250842868588,0.0350118622337234,0.999991219874902,-0.0347577863798847
